Unnamed: 0,Artist,Track,Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Total_Views_Stream
8005,Queen,We Are The Champions - Remastered 2011,0.268,0.459,0.0346,0.378,0.0,0.119,0.172,-1.9023917045805865,824743459.0
8006,Queen,Radio Ga Ga - Remastered 2011,0.744,0.502,0.0359,0.179,0.000172,0.19,0.655,-0.2780569293851763,734529558.0
8007,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.669,0.832,0.0682,0.0106,0.0,0.0968,0.7,-0.2547663139725827,3112722318.0
8008,Justin Timberlake,SexyBack (feat. Timbaland),0.967,0.583,0.0789,0.0584,0.0,0.0519,0.964,-0.1209296616378957,922375613.0
8009,Justin Timberlake,Mirrors,0.574,0.512,0.0503,0.234,0.0,0.0946,0.512,-1.474519471290677,1910744773.0
8010,Justin Timberlake,Rock Your Body,0.892,0.714,0.141,0.201,0.000234,0.0521,0.817,-0.6619470295118837,584392788.0
8011,Justin Timberlake,Cry Me a River,0.624,0.654,0.183,0.577,0.0,0.104,0.564,-1.5758167710779143,916763680.0
8012,Justin Timberlake,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",0.81,0.733,0.0444,0.276,6.73e-06,0.288,0.9,0.1820171113012754,126576902.0
8013,Justin Timberlake,My Love (feat. T.I.),0.771,0.68,0.224,0.277,1.18e-05,0.682,0.808,-0.0212863330901037,365612127.0
8014,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),0.687,0.723,0.0709,0.122,0.00102,0.573,0.432,-1.5048647803572304,727762574.0
8015,Justin Timberlake,Love Never Felt So Good,0.775,0.719,0.0435,0.132,1.79e-06,0.0662,0.712,-0.1036135953963585,623829843.0
8016,Justin Timberlake,Say Something (feat. Chris Stapleton),0.707,0.632,0.0789,0.103,1.09e-05,0.0841,0.372,-0.7946697828485765,850393554.0
8017,Fall Out Boy,Centuries,0.393,0.858,0.0729,0.00359,0.0,0.102,0.56,1.872004418348128,1375944074.0
8018,Fall Out Boy,Thnks fr th Mmrs,0.459,0.891,0.0623,0.00511,0.0,0.106,0.588,1.1562399258495053,707981047.0
8019,Fall Out Boy,"Sugar, We're Goin Down",0.494,0.842,0.0843,0.00579,0.0,0.122,0.574,1.3983948171102984,760460107.0
8020,Fall Out Boy,"Dance, Dance",0.622,0.961,0.154,0.00523,0.0,0.0854,0.449,-0.2069361660890389,568565631.0
8021,Fall Out Boy,Love From The Other Side,0.42,0.898,0.0947,0.00105,0.000452,0.301,0.226,1.2588198972101905,6987733.0
8022,Fall Out Boy,Immortals,0.616,0.868,0.0699,0.00131,1.54e-06,0.671,0.475,-0.4241802252128834,680739291.0
8023,Fall Out Boy,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),0.661,0.723,0.0566,0.179,1.23e-05,0.14,0.316,-0.2296867092601808,603806414.0
8024,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),0.558,0.924,0.064,0.0271,3.32e-06,0.537,0.567,1.060140821386239,699545096.0
8025,Fall Out Boy,Love From The Other Side - Edit,0.449,0.932,0.101,0.000219,7.96e-05,0.106,0.424,1.2640518470492512,5090289.0
8026,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",0.435,0.887,0.0636,0.000747,0.0,0.0327,0.408,2.6785010474105926,299103544.0
8027,David Guetta,I'm Good (Blue),0.561,0.965,0.0343,0.00383,7.07e-06,0.371,0.304,0.2517201849636028,756568785.0
8028,David Guetta,Crazy What Love Can Do,0.601,0.713,0.0449,0.0282,0.0,0.158,0.464,0.0772768509747855,232895445.0
8029,David Guetta,DON'T YOU WORRY,0.831,0.868,0.0325,0.176,0.0,0.184,0.483,0.3844091837852057,307382263.0
8030,David Guetta,Titanium (feat. Sia),0.604,0.788,0.103,0.0678,0.153,0.127,0.301,0.1848862450839865,2929781872.0
8031,David Guetta,Love Tonight (David Guetta Remix Edit),0.621,0.989,0.0434,0.015,0.357,0.184,0.0348,0.1829284832087248,304155486.0
8032,David Guetta,Remember (and David Guetta),0.626,0.864,0.0378,0.0682,0.0,0.087,0.555,0.109714939976963,313948603.0
8033,David Guetta,Heartbreak Anthem (with David Guetta & Little Mix),0.595,0.784,0.102,0.216,0.0,0.0608,0.479,0.1190986951721821,428003851.0
8034,David Guetta,Memories (feat. Kid Cudi),0.561,0.87,0.343,0.0015,2.82e-06,0.246,0.498,0.3172039442395907,1127681483.0
8035,David Guetta,Sexy Bitch (feat. Akon),0.813,0.627,0.0486,0.0771,0.000616,0.131,0.801,0.3182503342074031,851920749.0
8036,David Guetta,I'm Good (Blue) - Acoustic,0.707,0.43,0.0306,0.786,0.0,0.119,0.771,-0.0499101618870304,10182510.0
8037,Akon,Smack That,0.939,0.742,0.0467,0.321,0.0,0.107,0.924,-0.0541632307884607,1626208630.0
8038,Akon,Lonely,0.634,0.526,0.0333,0.339,0.0,0.257,0.623,-1.0293649262743214,1292975028.0
8039,Akon,Don't Matter,0.798,0.443,0.0403,0.244,0.0,0.326,0.354,0.156937506588874,831122286.0
8040,Akon,I Wanna Love You,0.866,0.454,0.0414,0.0373,1.49e-06,0.275,0.368,-0.6952627359064196,732243358.0
8041,Akon,Chammak Challo,0.742,0.879,0.0328,0.0696,7.17e-06,0.0981,0.936,0.4510743510893686,267975646.0
8042,Akon,Right Now (Na Na Na),0.832,0.87,0.167,0.267,0.0,0.412,0.566,0.5880164188124009,1087331158.0
8043,Akon,Be With You,0.665,0.73,0.106,0.0808,3.84e-05,0.0661,0.718,1.7976432216032812,44486151.0
8044,Akon,Locked Up,0.833,0.568,0.0847,0.0262,0.0,0.11,0.369,-1.0337192587210238,327575492.0
8045,Akon,Bananza (Belly Dancer),0.875,0.69,0.13,0.0362,3.81e-06,0.729,0.668,-0.5312495470806333,154364163.0
8046,Akon,"Sorry, Blame It On Me",0.716,0.698,0.239,0.102,0.0,0.0728,0.569,1.870991782895406,523395057.0
8047,Don Omar,Dile,0.817,0.714,0.141,0.184,0.000132,0.042,0.714,-0.8972497542092609,589746295.0
8048,Don Omar,Danza Kuduro,0.4,0.915,0.28,0.0846,0.0,0.0503,0.878,-1.0688577089304585,1189831563.0
8049,Don Omar,Salió El Sol,0.887,0.701,0.0873,0.106,0.00948,0.0466,0.965,-0.3571437582427229,714524669.0
8050,Don Omar,Ojitos Chiquitos,0.801,0.839,0.24,0.0206,7.65e-05,0.0946,0.792,1.6684309378360225,328029244.0
8051,Don Omar,Guaya Guaya,0.788,0.873,0.117,0.00607,0.00052,0.0908,0.703,-0.9654338746925064,230484316.0
8052,Don Omar,Hooka,0.73,0.863,0.154,0.0373,0.0,0.491,0.818,1.6685322013812949,130542423.0
8053,Don Omar,Dale Don Dale,0.831,0.818,0.0825,0.0242,0.000336,0.0892,0.807,-0.8627526397865499,164821668.0
8054,Don Omar,Virtual Diva,0.785,0.881,0.0505,0.212,0.0,0.753,0.729,-0.2222269614251331,667287359.0
8055,Don Omar,PA' ROMPERLA,0.772,0.83,0.0599,0.016,0.0,0.0843,0.697,-0.896912209058354,238173559.0
8056,Don Omar,Bandoleros,0.553,0.879,0.361,0.425,0.0,0.292,0.757,-1.1451429130354756,343894094.0
8057,Miguel,Sure Thing,0.684,0.607,0.1,0.0267,0.000307,0.191,0.498,-1.3360584503885622,757843003.0
8058,Miguel,Girl With The Tattoo Enter.lewd,0.372,0.239,0.0296,0.856,0.000175,0.168,0.127,-0.2407244356948452,201592637.0
8059,Miguel,All I Want Is You (feat. J. Cole),0.776,0.603,0.0343,0.0728,6.25e-05,0.111,0.921,-0.7998004691423652,179967431.0
8060,Miguel,Sky Walker (feat. Travis Scott),0.674,0.506,0.0434,0.173,0.0,0.0866,0.183,0.8567698679646781,721599921.0
8061,Miguel,Adorn,0.625,0.576,0.175,0.0543,4.07e-05,0.187,0.235,1.9739768084371785,480305455.0
8062,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),0.461,0.653,0.327,0.158,0.0,0.197,0.588,-1.3148943694266837,265830932.0
8063,Miguel,waves - Tame Impala Remix,0.529,0.894,0.0412,0.308,5.38e-06,0.254,0.543,-0.4239101890921579,133853093.0
8065,Miguel,Remind Me to Forget,0.689,0.505,0.0933,0.158,0.0,0.138,0.312,-0.7279371065142324,657202535.0
8066,Miguel,How Many Drinks?,0.379,0.608,0.134,0.00311,0.000614,0.248,0.241,-1.3083459934990846,265453791.0
8067,TWICE,MOONLIGHT SUNRISE,0.749,0.781,0.0578,0.392,2.12e-06,0.086,0.606,0.1521443654459925,70914649.0
8068,TWICE,Talk that Talk,0.772,0.907,0.124,0.136,0.0,0.334,0.783,-0.0205774882731987,262401768.0
8069,TWICE,The Feels,0.808,0.903,0.0729,0.0899,0.0,0.0816,0.922,-0.0181809177017579,642393454.0
8070,TWICE,FANCY,0.697,0.874,0.0449,0.0122,0.0,0.627,0.775,0.3859956459944693,934103474.0
8071,TWICE,What is Love,0.574,0.909,0.0658,0.0987,0.0,0.264,0.569,1.6669119846569405,1017485160.0
8072,TWICE,I CAN'T STOP ME,0.657,0.88,0.102,0.121,0.0,0.463,0.769,0.9958047156233352,773837526.0
8073,TWICE,CRY FOR ME,0.702,0.692,0.0539,0.0542,0.0,0.0877,0.419,0.8206862913327027,173973440.0
8074,TWICE,Feel Special,0.708,0.959,0.0604,0.0296,0.00188,0.107,0.644,0.2834831836639662,742985938.0
8075,TWICE,Alcohol-Free,0.688,0.909,0.0624,0.0474,1.35e-06,0.0674,0.702,-0.7927457754884061,430998318.0
8076,TWICE,SCIENTIST,0.786,0.858,0.0675,0.0487,0.0,0.126,0.649,-0.2559814765158485,241576098.0
8077,Logic,1-800-273-8255,0.62,0.574,0.0479,0.569,0.0,0.19,0.357,-0.6939800643329725,1650309999.0
8078,Logic,Homicide (feat. Eminem),0.694,0.759,0.398,0.137,0.0,0.167,0.77,0.6572806837785498,540063270.0
8079,Logic,Ballin,0.737,0.854,0.221,0.0475,0.0,0.0905,0.65,1.0139308902270496,159902869.0
8080,Logic,Wake Up (feat. Lucy Rose),0.719,0.861,0.177,0.0679,0.0,0.185,0.581,0.3842404112097523,2902189.0
8081,Logic,Everyday,0.667,0.741,0.0378,0.0425,0.0,0.0761,0.422,0.9898639209673687,566253366.0
8082,Logic,Perfect,0.769,0.829,0.0661,0.00948,6.65e-05,0.301,0.648,1.3285904799026993,102400081.0
8083,Logic,44 More,0.824,0.584,0.221,0.0718,0.0,0.106,0.219,0.6542427774203853,313558466.0
8084,Logic,Keanu Reeves,0.712,0.891,0.24,0.0557,0.0,0.134,0.799,1.6724477251318173,276504953.0
8085,Logic,Everybody,0.885,0.94,0.0913,0.161,0.0,0.0675,0.773,-0.3570424946974507,243553783.0
8086,Logic,Gang Related,0.597,0.856,0.0431,0.209,0.0159,0.278,0.771,0.3837003389683002,172276365.0
8087,Nickelback,How You Remind Me,0.446,0.764,0.033,0.00135,0.0,0.099,0.543,1.7387415927699823,870974062.0
8088,Nickelback,She Keeps Me Up,0.766,0.725,0.0369,0.0107,8.23e-05,0.0237,0.741,-0.6944863820593333,64744562.0
8089,Nickelback,Burn It to the Ground,0.617,0.922,0.0744,0.000247,0.388,0.363,0.6,0.3873795811131885,311821300.0
8090,Nickelback,Far Away,0.518,0.797,0.0309,0.000681,0.0,0.107,0.293,0.4163747095761134,481959471.0
8091,Nickelback,Someday,0.455,0.858,0.0391,0.000616,0.000247,0.226,0.597,1.4357610653157205,209803933.0
8092,Nickelback,Savin' Me,0.441,0.815,0.0276,0.000731,0.0,0.414,0.522,1.4657688292313669,337130631.0
8093,Nickelback,Rockstar,0.616,0.91,0.0386,0.0459,0.0,0.343,0.693,0.7928725708979537,691750007.0
8094,Nickelback,Photograph,0.515,0.876,0.0292,0.000932,0.000166,0.136,0.385,0.8551158967252328,287630033.0
8095,Nickelback,If Today Was Your Last Day,0.485,0.911,0.0355,8.67e-05,0.0,0.092,0.568,-1.0337867677512051,309313760.0
8096,Nickelback,Animals,0.572,0.961,0.0625,0.000734,0.021,0.207,0.818,-1.471177774296696,153698413.0
8097,RM,Wild Flower (with youjeen),0.486,0.766,0.0938,0.0282,0.0,0.123,0.417,1.1614718756885662,118601542.0
8098,RM,Still Life (with Anderson .Paak),0.831,0.721,0.164,0.277,0.0,0.0403,0.443,0.1155882256027477,38413052.0
8099,RM,"Closer (with Paul Blanco, Mahalia)",0.507,0.706,0.173,0.459,2.37e-06,0.163,0.403,-0.9368438004106702,22824983.0
8100,RM,Lonely,0.786,0.583,0.0371,0.168,0.000118,0.0828,0.674,-0.2057547580608639,18990326.0
8101,RM,Change pt.2,0.677,0.477,0.208,0.0773,0.0,0.396,0.384,-1.4071117046545183,18621218.0
8102,RM,Yun (with Erykah Badu),0.476,0.7,0.276,0.429,0.0,0.157,0.625,-1.1972261298204494,19496281.0
8103,RM,All Day (with Tablo),0.756,0.692,0.122,0.103,0.0,0.283,0.553,-0.186177139308249,17520969.0
8104,RM,Hectic (with Colde),0.695,0.735,0.0473,0.0189,7.8e-05,0.213,0.366,-0.357245021787995,16506021.0
8105,RM,No.2 (with parkjiyoon),0.727,0.619,0.0808,0.599,0.0,0.0801,0.549,-0.8972497542092609,16361552.0
8106,RM,Forg_tful (with Kim Sawol),0.766,0.26,0.0558,0.674,2.47e-06,0.13,0.305,0.1436382276431319,14283692.0
8107,Kelly Clarkson,Underneath the Tree,0.509,0.812,0.0537,0.00128,1.99e-05,0.214,0.689,1.326396436421802,527782643.0
8108,Kelly Clarkson,Stronger (What Doesn't Kill You),0.562,0.939,0.0475,0.046,0.0,0.112,0.684,-0.1531989780646198,960080817.0
8109,Kelly Clarkson,"Santa, Can’t You Hear Me",0.495,0.896,0.0331,0.005,0.0,0.353,0.462,0.8593014565964814,80756309.0
8110,Kelly Clarkson,Because of You,0.583,0.584,0.0314,0.254,0.0,0.123,0.136,0.6567406115370976,1058726425.0
8111,Kelly Clarkson,Since U Been Gone,0.662,0.741,0.0334,0.00165,0.0303,0.114,0.404,0.3516335496321209,640556224.0
8112,Kelly Clarkson,Happier Than Ever,0.361,0.461,0.0599,0.233,0.0,0.0971,0.183,1.3980235174443008,26813969.0
8113,Kelly Clarkson,My Life Would Suck Without You,0.526,0.882,0.0509,0.0014,0.0,0.144,0.424,0.8235891796305047,250329408.0
8114,Kelly Clarkson,Happier Than Ever - Edit,0.48,0.768,0.0576,0.00779,0.0,0.137,0.36,1.4008926512270117,11415087.0
8115,Kelly Clarkson,Under The Mistletoe - Bonus Track,0.437,0.802,0.111,0.0168,0.0,0.086,0.704,1.9427201274631765,52215195.0
8116,Kelly Clarkson,Breakaway,0.446,0.701,0.0295,0.0298,8.89e-06,0.0931,0.394,1.3290967976290595,301739620.0
8117,Badshah,Players,0.833,0.678,0.141,0.464,0.0,0.107,0.576,-0.3582576572407165,52707856.0
8118,Badshah,Jugnu,0.716,0.803,0.0445,0.03,0.0,0.0817,0.325,0.14779003299929,421558391.0
8119,Badshah,WOH,0.753,0.594,0.307,0.536,0.00038,0.304,0.478,2.340078279111079,32694008.0
8120,Badshah,Proper Patola,0.77,0.824,0.0851,0.485,0.0,0.318,0.49,1.7357711954419996,411444272.0
8121,Badshah,Tareefan,0.829,0.654,0.0685,0.0942,5.01e-06,0.2,0.335,-0.7618603941804013,420048311.0
8122,Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",0.788,0.87,0.177,0.123,1.43e-05,0.0692,0.884,-0.3580888846652626,448741756.0
8123,Badshah,The Humma Song,0.721,0.65,0.135,0.0115,0.00014,0.34,0.392,0.3343174833905837,386378528.0
8124,Badshah,Kala Chashma,0.801,0.856,0.065,0.0984,6.62e-05,0.228,0.919,-0.4913517102434075,933471691.0
8125,Badshah,Paani Paani,0.886,0.579,0.209,0.236,4.23e-06,0.0586,0.427,-0.5250387163039413,847543821.0
8126,Badshah,Tauba (feat. Badshah),0.727,0.56,0.079,0.462,0.0,0.109,0.684,-1.1338013959649953,61087756.0
