Unnamed: 0,Artist,Track,Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Total_Views_Stream
1915,Kishore Kumar,Janu Meri Jaan - Shaan / Soundtrack Version,0.492,0.486,0.0558,0.673,6.24e-06,0.238,0.783,0.4648124387312902,12676800.0
1916,Kishore Kumar,Agar Tum Na Hote - Male Version,0.617,0.684,0.0341,0.542,0.000172,0.118,0.77,0.1472499607578384,6201580.0
1917,Shekhar Ravjiani,"Besharam Rang (From ""Pathaan"")",0.773,0.795,0.0412,0.0587,0.00237,0.154,0.649,-0.1547854402738834,44958195.0
1918,Shekhar Ravjiani,Jhoome Jo Pathaan,0.817,0.738,0.0748,0.0964,0.0,0.331,0.616,-0.5271990052697473,218354698.0
1919,Shekhar Ravjiani,Ishq Wala Love,0.711,0.295,0.0334,0.534,4.51e-05,0.0782,0.694,0.488035545113702,159832276.0
1920,Shekhar Ravjiani,Tujhe Bhula Diya,0.644,0.423,0.0324,0.464,0.0,0.11,0.509,0.3821138767590367,158830258.0
1921,Shekhar Ravjiani,Firecracker,0.838,0.63,0.171,0.242,0.0,0.0719,0.64,-0.6614744663006132,106299105.0
1922,Shekhar Ravjiani,Zehnaseeb,0.623,0.595,0.0331,0.361,0.000136,0.353,0.418,-1.4363768692381689,63891759.0
1923,Shekhar Ravjiani,The Break Up Mashup,0.251,0.604,0.0431,0.171,2.25e-06,0.123,0.166,-1.2131245064281764,75964734.0
1925,Shekhar Ravjiani,Vele,0.833,0.754,0.0513,0.0166,0.0,0.246,0.65,-0.4246865429392442,95600314.0
1926,Shekhar Ravjiani,Love Mashup,0.711,0.673,0.0336,0.25,0.0,0.214,0.393,-0.3574813033936297,15946919.0
1927,Los Tucanes De Tijuana,El Águila Blanca,0.821,0.807,0.0457,0.129,0.0,0.0653,0.977,0.9707926199411144,75537325.0
1928,Los Tucanes De Tijuana,El Amor Soñado,0.665,0.599,0.0264,0.222,0.0,0.123,0.629,0.7558438678434385,188372269.0
1929,Los Tucanes De Tijuana,Amor Platónico,0.867,0.578,0.0334,0.0548,1.48e-06,0.0651,0.84,-0.4490910573498314,143157181.0
1930,Los Tucanes De Tijuana,La Chona,0.84,0.713,0.0399,0.0167,0.0,0.359,0.965,0.8264920679283067,231640092.0
1931,Los Tucanes De Tijuana,Mis Tres Viejas,0.92,0.629,0.0343,0.523,0.0,0.116,0.968,-0.7330677928080211,105358945.0
1932,Los Tucanes De Tijuana,Las Heladas,0.877,0.616,0.0343,0.116,0.0,0.156,0.965,-0.4682298674062674,55110245.0
1933,Los Tucanes De Tijuana,Secuestro De Amor,0.684,0.522,0.0249,0.0547,0.0,0.0351,0.865,-1.2954855232495222,78263150.0
1934,Los Tucanes De Tijuana,El Tucanazo,0.832,0.843,0.0449,0.0477,0.00883,0.0908,0.991,0.8627106626206437,82012433.0
1935,Los Tucanes De Tijuana,Espejeando,0.822,0.699,0.057,0.0375,0.0221,0.278,0.97,0.6631877239194244,47449645.0
1936,Los Tucanes De Tijuana,Me Gusta Vivir De Noche,0.898,0.594,0.0479,0.335,0.000822,0.254,0.953,-0.0294886802571474,64251560.0
1937,Intocable,Fuerte No Soy,0.659,0.433,0.0362,0.117,0.000427,0.0829,0.455,0.1678739694782657,205606625.0
1938,Intocable,¿Y Todo Para Qué?,0.694,0.637,0.0274,0.336,5.4e-05,0.322,0.782,-0.599129876928062,255977956.0
1939,Intocable,Soñador Eterno,0.582,0.509,0.0489,0.134,0.0,0.082,0.937,0.7555063226925317,77325449.0
1940,Intocable,Un Desengaño,0.664,0.415,0.107,0.303,2.03e-06,0.294,0.797,1.467119009834995,52778951.0
1941,Intocable,Más Muerto Que Vivo,0.628,0.689,0.027,0.0307,0.0,0.109,0.37,-0.4936132627544852,23274516.0
1942,Intocable,Si Me Duele Que Duela,0.673,0.816,0.0336,0.187,0.0,0.26,0.906,0.3162925723321418,31937594.0
1943,Intocable,No Me Hablen de Amor,0.482,0.823,0.141,0.281,4.47e-05,0.178,0.882,2.349158243670481,23382526.0
1944,Intocable,Eso Duele,0.475,0.59,0.105,0.226,0.0,0.0596,0.798,1.5075906734287634,51325415.0
1945,Intocable,Estás Que Te Pelas,0.632,0.608,0.057,0.564,0.0,0.113,0.813,0.2691712692655025,49510346.0
1946,Intocable,Alguien Te Va A Hacer Llorar,0.721,0.591,0.0403,0.39,0.0,0.135,0.916,0.1530894918685323,139572189.0
1947,Los Temerarios,Ven Porque Te Necesito,0.596,0.573,0.0285,0.192,0.0,0.0881,0.417,-1.418655748815543,215938102.0
1948,Los Temerarios,Mi Vida Eres Tú,0.636,0.376,0.0275,0.354,8.27e-05,0.0826,0.472,-1.099405545087556,144919560.0
1949,Los Temerarios,Ahí Estaré Yo,0.667,0.337,0.0422,0.197,0.000499,0.204,0.921,1.3911375963657944,30145402.0
1950,Los Temerarios,Tu Última Canción,0.55,0.42,0.0286,0.189,2.35e-06,0.0499,0.357,-1.164889304363544,90767625.0
1951,Los Temerarios,Eres un Sueño,0.639,0.399,0.0248,0.484,0.00056,0.133,0.306,-1.399786974879833,73025880.0
1952,Los Temerarios,Enamorado de Ti,0.628,0.401,0.0244,0.147,6.64e-05,0.149,0.417,-1.467431023121627,60339920.0
1953,Los Temerarios,Como Te Recuerdo,0.676,0.482,0.0266,0.484,0.00195,0.129,0.492,-1.0176183550227524,106523664.0
1954,Los Temerarios,Tu Infame Engaño,0.582,0.553,0.0229,0.259,1.27e-05,0.0681,0.56,-0.9320844137828797,81642904.0
1955,Los Temerarios,La Mujer Que Soñe,0.549,0.46,0.0291,0.337,2.55e-06,0.11,0.352,0.8125852077109317,55402773.0
1956,Los Temerarios,Como Tú,0.54,0.383,0.0295,0.49,0.000759,0.0924,0.168,-1.5749729082006465,54789574.0
1957,K. S. Chithra,"Soul Of Varisu (From ""Varisu"")",0.234,0.323,0.0314,0.922,0.000287,0.106,0.166,-1.3961077327349454,20878088.0
1958,K. S. Chithra,Yeh Haseen Vadiyan Yeh Khula Aasman,0.64,0.295,0.0397,0.425,2.05e-06,0.0804,0.107,0.0445687258518823,26623648.0
1961,K. S. Chithra,"Uyirin Uyire (From ""Kaakha Kaakha"")",0.689,0.805,0.058,0.485,1.46e-06,0.142,0.834,0.5044739939628803,14742008.0
1962,K. S. Chithra,Konji Pesida Venaam,0.756,0.661,0.0972,0.187,6.26e-06,0.0774,0.635,-1.0997768447535536,56780048.0
1964,K. S. Chithra,Gudilo Badilo Madilo,0.769,0.737,0.199,0.212,0.0,0.264,0.877,-0.8262302544583956,102421342.0
1965,K. S. Chithra,Kehna Hi Kya - Bombay / Soundtrack Version,0.693,0.268,0.0774,0.682,0.0,0.0658,0.587,0.2185057421143389,17543368.0
1966,K. S. Chithra,Manmadha,0.348,0.747,0.0958,0.293,1.92e-05,0.305,0.402,-1.1695811819611532,4811561.0
1967,TKKG,225 - Tanz mit der Giftschlange - Teil 01,0.656,0.58,0.926,0.738,0.0,0.696,0.557,-1.3456447326743255,988918.0
1968,TKKG,225 - Tanz mit der Giftschlange - Teil 10,0.617,0.387,0.947,0.475,0.0,0.154,0.596,1.8296762564243705,549323.0
1969,TKKG,225 - Tanz mit der Giftschlange - Teil 03,0.706,0.485,0.933,0.567,0.0,0.187,0.456,-0.3498865374982189,526383.0
1970,TKKG,225 - Tanz mit der Giftschlange - Teil 05,0.596,0.536,0.907,0.529,0.0,0.308,0.516,-1.3803443741875812,319157.0
1971,TKKG,225 - Tanz mit der Giftschlange - Teil 09,0.662,0.459,0.944,0.619,0.0,0.358,0.515,1.0336772815551174,527769.0
1972,TKKG,225 - Tanz mit der Giftschlange - Teil 04,0.468,0.545,0.906,0.256,2.75e-05,0.141,0.472,-1.2169387666334273,311182.0
1973,TKKG,225 - Tanz mit der Giftschlange - Teil 02,0.706,0.503,0.923,0.678,0.0,0.805,0.574,0.3592283155275317,300515.0
1974,TKKG,225 - Tanz mit der Giftschlange - Teil 08,0.606,0.471,0.938,0.693,0.0,0.263,0.558,-1.1774122294621998,520971.0
1975,TKKG,225 - Tanz mit der Giftschlange - Teil 06,0.648,0.463,0.873,0.379,0.0,0.0845,0.594,-0.5838728361070586,516538.0
1976,TKKG,225 - Tanz mit der Giftschlange - Teil 07,0.667,0.485,0.896,0.503,0.0,0.383,0.484,-0.241804580177748,517719.0
1977,Sunidhi Chauhan,Lae Dooba,0.569,0.297,0.0292,0.879,0.0,0.0938,0.466,-1.0336517496908424,121244286.0
1978,Sunidhi Chauhan,Mere Haath Mein,0.554,0.606,0.0722,0.578,0.000183,0.11,0.584,-0.8999163609014277,128555514.0
1979,Sunidhi Chauhan,Valentine's Mashup 2019,0.595,0.61,0.0499,0.332,2.14e-06,0.0628,0.314,-0.7631430657538483,64840354.0
1980,Sunidhi Chauhan,"Ra Ra Rakkamma (From ""Vikrant Rona"")",0.839,0.972,0.102,0.431,0.0002,0.0907,0.365,0.318284088722494,66384391.0
1981,Sunidhi Chauhan,Be Intehaan,0.56,0.696,0.0473,0.535,0.0,0.325,0.39,0.2790275876719915,32445073.0
1982,Sunidhi Chauhan,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",0.821,0.69,0.187,0.0202,0.00398,0.199,0.648,0.6611962075290723,126711033.0
1983,Sunidhi Chauhan,Desi Girl,0.746,0.924,0.0442,0.0169,0.00279,0.097,0.807,0.5221276053553243,126649254.0
1984,Sunidhi Chauhan,Dilliwaali Girlfriend,0.687,0.941,0.0583,0.0811,2.93e-06,0.0697,0.909,0.5895353719914836,109043711.0
1985,Sunidhi Chauhan,Sheila Ki Jawani,0.803,0.859,0.185,0.305,6.18e-05,0.553,0.631,-0.6607656214837082,257818794.0
1986,Sunidhi Chauhan,"Saami Saami (From ""Pushpa The Rise Part - 01"")",0.837,0.801,0.308,0.53,1.03e-06,0.174,0.908,0.6518462068489446,35800104.0
1987,Benjamin Blümchen,Benjamin Blümchen Lied,0.819,0.325,0.0699,0.604,0.0,0.605,0.969,-0.0186197263979369,47507624.0
1988,Benjamin Blümchen,Kapitel 13: Das große Gewitter (Folge 153),0.617,0.878,0.9,0.846,0.0149,0.841,0.249,-2.0988767369236414,82362.0
1989,Benjamin Blümchen,Kapitel 07: auf Weltreise (Folge 150),0.486,0.878,0.637,0.627,0.0,0.721,0.0993,-1.3926647721956922,959934.0
1990,Benjamin Blümchen,Kapitel 16: Das große Gewitter (Folge 153),0.673,0.335,0.942,0.511,0.0,0.518,0.469,-1.4281070130409432,75334.0
1991,Benjamin Blümchen,Kapitel 01: Das große Gewitter (Folge 153),0.517,0.451,0.938,0.239,0.0,0.623,0.693,-0.344789605719521,74818.0
1992,Benjamin Blümchen,Kapitel 03: Das große Gewitter (Folge 153),0.612,0.485,0.954,0.154,0.0,0.308,0.623,-1.736116963243722,73931.0
1993,Benjamin Blümchen,Kapitel 02: Das große Gewitter (Folge 153),0.533,0.522,0.934,0.158,0.0,0.338,0.629,-0.9174687087485996,73789.0
1994,Benjamin Blümchen,Kapitel 15: Das große Gewitter (Folge 153),0.649,0.306,0.937,0.699,0.0,0.315,0.662,-0.1197144990946299,73030.0
1995,Benjamin Blümchen,Kapitel 05: Das große Gewitter (Folge 153),0.632,0.454,0.922,0.133,0.0,0.212,0.675,0.2051727086535064,72882.0
1996,Benjamin Blümchen,Kapitel 04: Das große Gewitter (Folge 153),0.703,0.421,0.94,0.26,0.0,0.331,0.574,-1.8625951312886329,72766.0
1997,Rage Against The Machine,Killing In The Name,0.466,0.833,0.304,0.0266,0.0,0.0327,0.661,-1.073313304922433,907759362.0
1998,Rage Against The Machine,Bulls On Parade,0.412,0.919,0.184,0.0124,0.0601,0.424,0.572,1.5454294848454548,398350651.0
1999,Rage Against The Machine,Guerrilla Radio,0.599,0.957,0.188,0.0129,7.06e-05,0.155,0.489,-0.5705398026462257,206972849.0
2000,Rage Against The Machine,Sleep Now In the Fire,0.426,0.929,0.0701,0.00162,0.105,0.0789,0.539,0.2186070056596111,122976271.0
2001,Rage Against The Machine,Renegades Of Funk,0.651,0.908,0.0577,0.00184,0.000579,0.384,0.769,0.1103225212485959,129751249.0
2002,Rage Against The Machine,Bombtrack,0.459,0.926,0.155,0.0239,1.93e-05,0.183,0.569,1.044748762504872,124250175.0
2003,Rage Against The Machine,Testify,0.47,0.978,0.0727,0.0261,1.09e-05,0.356,0.503,-0.0903480709657073,132108628.0
2004,Rage Against The Machine,Know Your Enemy,0.575,0.857,0.155,0.0125,0.00229,0.145,0.623,-0.1069890469054304,97066348.0
2005,Rage Against The Machine,Wake Up,0.411,0.893,0.139,0.00563,0.00967,0.149,0.513,1.681797725811946,100930608.0
2006,Rage Against The Machine,People of the Sun,0.53,0.871,0.302,0.00407,0.0207,0.272,0.706,-0.929485316120894,49173403.0
2007,The White Stripes,Seven Nation Army,0.743,0.446,0.0683,0.0039,0.118,0.337,0.278,0.1017151199004636,1755889313.0
2008,The White Stripes,Fell In Love With a Girl,0.356,0.982,0.112,0.713,0.00145,0.941,0.299,-0.8380780892552366,210684581.0
2009,The White Stripes,Blue Orchid,0.481,0.645,0.318,0.0863,6.2e-06,0.332,0.612,1.0370864875792796,113620973.0
2010,The White Stripes,We're Going to Be Friends,0.534,0.441,0.0303,0.661,0.0,0.0934,0.439,-0.7957161728163888,117032042.0
2011,The White Stripes,Icky Thump,0.417,0.63,0.0898,0.0209,0.0134,0.0543,0.341,-0.8900600424949386,175978257.0
2012,The White Stripes,Seven Nation Army - The Glitch Mob Remix,0.701,0.844,0.133,0.152,0.626,0.194,0.198,-0.0183159357621205,38803413.0
2013,The White Stripes,The Hardest Button to Button,0.694,0.515,0.0736,0.00666,0.622,0.0884,0.566,0.2586736150722908,123695261.0
2014,The White Stripes,The Denial Twist,0.514,0.756,0.147,0.337,0.0,0.135,0.764,-1.021938932954364,25420474.0
2015,The White Stripes,Dead Leaves and the Dirty Ground,0.305,0.628,0.0348,0.46,3.66e-05,0.0899,0.428,-1.3567162136240802,42361469.0
2016,The White Stripes,Apple Blossom,0.537,0.454,0.0551,0.65,0.000154,0.0852,0.626,0.2568846257724829,23163374.0
2017,Lynyrd Skynyrd,Sweet Home Alabama,0.596,0.605,0.0255,0.181,0.000331,0.0863,0.886,-0.7690838604098144,1038968105.0
2018,Lynyrd Skynyrd,Free Bird,0.249,0.834,0.0577,0.0738,9.48e-05,0.0924,0.338,-0.0796478896819507,509908131.0
2019,Lynyrd Skynyrd,Simple Man,0.422,0.752,0.0449,0.0366,0.000119,0.129,0.403,-0.0037677397580222,453933300.0
2020,Lynyrd Skynyrd,Gimme Three Steps,0.554,0.74,0.0803,0.698,6.9e-05,0.225,0.804,0.4313954687914815,153243362.0
2021,Lynyrd Skynyrd,Tuesday's Gone,0.232,0.615,0.0295,0.0778,5.68e-06,0.0601,0.41,0.8744234793571222,118274698.0
2022,Lynyrd Skynyrd,Sweet Home Alabama - Edit,0.63,0.655,0.0241,0.221,0.00124,0.114,0.91,-0.768442524623091,28147068.0
2023,Lynyrd Skynyrd,Call Me The Breeze,0.271,0.642,0.0384,0.00434,0.0781,0.118,0.819,2.2204860321446747,54526532.0
2024,Lynyrd Skynyrd,The Ballad Of Curtis Loew,0.432,0.425,0.0918,0.312,3.19e-06,0.105,0.589,0.8181547027008994,53033198.0
2025,Lynyrd Skynyrd,Gimme Back My Bullets,0.428,0.682,0.0441,0.313,1.34e-05,0.116,0.961,1.620128226741209,27595024.0
2026,Lynyrd Skynyrd,That Smell,0.455,0.573,0.0355,0.0134,0.0304,0.428,0.644,-0.1124235238350356,50304776.0
2027,Dido,Thank You,0.725,0.583,0.0427,0.3,0.000238,0.0665,0.762,-1.3703867922358202,569865690.0
2028,Dido,White Flag,0.509,0.538,0.0379,0.306,5.03e-06,0.091,0.284,1.6718063893450936,487823388.0
2029,Dido,Here With Me,0.555,0.578,0.0277,0.113,3.43e-06,0.0747,0.333,-1.2556889499575683,216985652.0
2030,Dido,Life for Rent,0.487,0.519,0.0296,0.191,0.0,0.134,0.154,-1.2703721640220298,134613857.0
2031,Dido,Thank You - (Acoustic) [Live],0.539,0.407,0.04,0.587,0.0,0.0776,0.614,-1.3851037608153718,43426383.0
2032,Dido,Hunter,0.589,0.743,0.0277,0.245,5.1e-06,0.263,0.533,-0.9661427195094116,51452558.0
2033,Dido,Hurricanes,0.535,0.459,0.0645,0.0722,0.117,0.0942,0.0969,1.8686964758692368,25831330.0
2034,Dido,Don't Leave Home,0.54,0.526,0.037,0.0652,2.2e-05,0.0925,0.467,1.7328683071441977,38913510.0
2035,Dido,No Freedom,0.506,0.513,0.0258,0.0534,2.01e-05,0.0999,0.385,1.8719369093179457,30657864.0
2036,Dido,Give You Up,0.646,0.431,0.0477,0.663,0.0,0.117,0.13,0.4475301270048438,16594875.0
2037,Eric Clapton,Wonderful Tonight,0.572,0.214,0.0293,0.649,0.129,0.125,0.485,-0.8452340464544684,468315339.0
2038,Eric Clapton,Layla - Acoustic Live,0.559,0.524,0.0462,0.318,0.00094,0.933,0.652,-0.9023466859879592,369448443.0
2039,Eric Clapton,Tears in Heaven - Acoustic Live,0.694,0.331,0.0284,0.806,0.00235,0.707,0.458,-1.4017447367550944,260174039.0
2040,Eric Clapton,Cocaine,0.699,0.502,0.0278,0.0607,0.0337,0.317,0.676,-0.517005141712351,383637264.0
2041,Eric Clapton,Tears in Heaven,0.498,0.242,0.0257,0.835,0.536,0.133,0.312,1.1193462408553536,241550352.0
2042,Eric Clapton,Change the World,0.721,0.558,0.0246,0.491,0.00538,0.181,0.542,-0.7995641875367305,164219771.0
2043,Eric Clapton,I Shot The Sheriff,0.73,0.639,0.0524,0.0853,0.00221,0.102,0.658,-0.8839504752635193,214432740.0
2044,Eric Clapton,Lay Down Sally,0.69,0.5,0.0909,0.598,0.0288,0.11,0.586,2.3950981387089447,74409910.0
2045,Eric Clapton,My Father's Eyes,0.807,0.552,0.0333,0.00886,0.000218,0.238,0.783,-0.9308354967245228,56663886.0
2047,Bob Dylan,Knockin' On Heaven's Door,0.513,0.396,0.0299,0.251,0.177,0.11,0.229,0.662445124587429,320049926.0
2048,Bob Dylan,Like a Rolling Stone,0.482,0.721,0.0321,0.731,0.0,0.189,0.557,-0.854651556164778,330045329.0
2049,Bob Dylan,Blowin' in the Wind,0.38,0.0993,0.0509,0.914,2.32e-05,0.0605,0.44,1.8325791447221715,176873754.0
2050,Bob Dylan,Girl from the North Country,0.607,0.142,0.0382,0.843,0.000197,0.121,0.305,-0.0579099819635298,138273374.0
2051,Bob Dylan,Hurricane,0.509,0.827,0.0782,0.0409,0.0,0.12,0.743,0.5069380735645028,224063032.0
2052,Bob Dylan,The Times They Are A-Changin',0.389,0.396,0.0332,0.887,0.0,0.0828,0.585,1.7308430362387557,203524282.0
2053,Bob Dylan,"Don't Think Twice, It's All Right",0.6,0.243,0.0366,0.89,0.0022,0.249,0.468,-0.3391526016993714,117569220.0
2054,Bob Dylan,Mr. Tambourine Man,0.39,0.31,0.0676,0.794,0.0,0.379,0.584,1.9217248190767509,98837136.0
2055,Bob Dylan,"Lay, Lady, Lay",0.52,0.179,0.0454,0.356,0.00344,0.131,0.407,1.1869227800669664,87596320.0
2056,Bob Dylan,Shelter from the Storm,0.486,0.241,0.0366,0.413,3.51e-05,0.0928,0.614,-0.4728542359736954,81579068.0
2057,Bill Withers,Ain't No Sunshine,0.527,0.415,0.122,0.457,1.72e-05,0.117,0.515,-1.4316512371254686,564205422.0
2058,Bill Withers,Lovely Day,0.692,0.651,0.0324,0.292,0.00241,0.105,0.706,-0.7648645460234749,539339995.0
2059,Bill Withers,Lean on Me,0.619,0.22,0.0672,0.782,1.19e-05,0.124,0.426,-1.5337923997899734,244150652.0
2060,Bill Withers,Use Me,0.758,0.586,0.056,0.033,0.0028,0.0743,0.947,1.1492189867106366,119446204.0
2061,Bill Withers,Grandma's Hands,0.731,0.312,0.0878,0.593,1.69e-06,0.111,0.578,-1.2899835372897357,68936170.0
2062,Bill Withers,Who Is He (And What Is He to You)?,0.921,0.313,0.0368,0.104,0.00118,0.0821,0.957,-0.7183845787435599,43388127.0
2063,Bill Withers,Kissing My Love,0.825,0.526,0.183,0.3,0.000152,0.0552,0.891,-0.9089625709457394,17217026.0
2064,Bill Withers,Can We Pretend,0.596,0.313,0.044,0.853,0.201,0.0601,0.489,-1.3000761373018597,12417436.0
2065,Bill Withers,Ruby Lee,0.836,0.311,0.0568,0.553,0.00388,0.0999,0.963,-0.2525385159765954,3699152.0
2066,Bill Withers,Sweet Wanomi,0.757,0.333,0.0293,0.684,0.205,0.106,0.928,-0.8438838658508401,8383721.0
2067,Louis Armstrong,What A Wonderful World,0.271,0.165,0.0351,0.729,1.6e-06,0.118,0.203,-1.4683423950290764,427479961.0
2068,Louis Armstrong,Dream A Little Dream Of Me,0.461,0.185,0.0502,0.604,0.0,0.121,0.405,-0.8463479454524621,248007375.0
2069,Louis Armstrong,La vie en rose - Single Version,0.558,0.123,0.0525,0.809,0.00121,0.0916,0.341,-1.701991148487009,267324440.0
2070,Louis Armstrong,Cool Yule,0.568,0.505,0.128,0.676,1.67e-05,0.516,0.692,0.9740330533898234,60691083.0
2071,Louis Armstrong,Cheek To Cheek,0.663,0.264,0.0914,0.706,0.0,0.1,0.657,0.0641125900894064,121581941.0
2072,Louis Armstrong,Summertime,0.172,0.0696,0.0339,0.916,0.00199,0.137,0.103,1.5996729905962346,102118345.0
2073,Louis Armstrong,"Hello, Dolly!",0.0,0.405,0.0,0.842,0.00114,0.198,0.0,-4.070207927251607,35050735.0
2074,Louis Armstrong,"'Zat You, Santa Claus? - Single Version",0.683,0.514,0.252,0.325,0.0,0.161,0.654,0.0511171017794808,23699249.0
2075,Louis Armstrong,I've Got My Love To Keep Me Warm,0.523,0.427,0.0766,0.774,0.0,0.448,0.784,-0.3377349120655613,18213070.0
2076,Louis Armstrong,A Kiss To Build A Dream On - Single Version,0.723,0.0811,0.0631,0.779,0.0,0.509,0.36,-1.0983254006046532,63881749.0
2077,Enya,Only Time,0.418,0.249,0.0301,0.841,0.661,0.112,0.213,-1.275232814195093,474958170.0
2079,Enya,A Day Without Rain,0.23,0.159,0.0323,0.907,0.924,0.102,0.039,-1.6866665986358238,64121537.0
2080,Enya,May It Be,0.151,0.172,0.0383,0.981,0.0238,0.133,0.103,-1.3226916624126388,155755562.0
2082,Enya,Wild Child,0.6,0.372,0.0256,0.726,0.59,0.154,0.553,-1.3798043019461297,72245927.0
2083,Enya,Aníron,0.177,0.305,0.036,0.937,0.827,0.0913,0.035,0.2701163956880433,54737813.0
2084,Enya,Amarantine,0.54,0.279,0.0317,0.908,0.0414,0.109,0.218,-1.379635529370676,60500955.0
2086,Enya,Echoes in Rain,0.693,0.396,0.0298,0.826,0.803,0.0847,0.499,-0.9015028231106912,70925891.0
2087,Papa Roach,Last Resort,0.589,0.89,0.0603,0.000481,0.00082,0.201,0.692,-1.0121163690629658,1059219483.0
2088,Papa Roach,Scars,0.384,0.921,0.055,0.0948,0.0,0.168,0.471,-1.0349344212642897,326803670.0
2089,Papa Roach,Between Angels And Insects,0.519,0.961,0.0642,0.000207,0.000419,0.195,0.344,-0.915308419782794,174804556.0
2090,Papa Roach,Help,0.383,0.9,0.134,0.00085,1.94e-06,0.271,0.286,2.139272668836413,171374030.0
2091,Papa Roach,Last Resort (Reloaded),0.639,0.684,0.0353,0.00966,0.0,0.194,0.465,-1.0981228735141089,52085070.0
2092,Papa Roach,Swerve - Rockzilla Remix,0.585,0.912,0.0889,0.00258,0.0,0.108,0.828,1.500468470744622,4184641.0
2093,Papa Roach,Kill The Noise,0.533,0.865,0.0601,0.000428,8.83e-05,0.283,0.605,-0.8645753836014487,37933600.0
2094,Papa Roach,Born For Greatness,0.525,0.85,0.0678,0.0571,0.0,0.0555,0.275,0.4567788641396999,139709328.0
2095,Papa Roach,She Loves Me Not,0.598,0.955,0.0916,0.00122,0.0,0.243,0.402,-0.0491675625550345,92671853.0
2096,Papa Roach,Blood Brothers,0.475,0.958,0.0581,0.000277,2.2e-06,0.432,0.624,1.6397058454938234,48143201.0
2097,Ozzy Osbourne,Crazy Train,0.454,0.913,0.107,0.408,0.000271,0.248,0.521,0.5773837465588256,520411866.0
2098,Ozzy Osbourne,No More Tears,0.346,0.749,0.035,0.00167,8.86e-05,0.648,0.315,-0.6072984695800153,190074205.0
2099,Ozzy Osbourne,"Mama, I'm Coming Home",0.282,0.656,0.0302,0.0105,0.0,0.0892,0.242,0.6335512596697767,251015117.0
2100,Ozzy Osbourne,Bark at the Moon,0.303,0.961,0.243,0.00253,6.2e-05,0.132,0.305,0.8779001944114662,106082137.0
2101,Ozzy Osbourne,Mr. Crowley,0.307,0.748,0.0568,0.212,0.000153,0.368,0.347,-0.4170580225287425,117337397.0
2102,Ozzy Osbourne,I Don't Wanna Stop,0.578,0.937,0.0724,0.000963,2.25e-06,0.4,0.769,0.5857886208164146,66441848.0
2103,Ozzy Osbourne,Shot in the Dark,0.581,0.791,0.0324,0.00835,6.02e-05,0.142,0.619,0.1115376837918617,62671344.0
2104,Ozzy Osbourne,Dreamer,0.493,0.636,0.0256,0.0629,2.49e-06,0.0921,0.279,-1.389458093262074,180092161.0
2105,Ozzy Osbourne,Patient Number 9 (feat. Jeff Beck),0.318,0.87,0.0652,0.000195,0.192,0.133,0.297,1.6648867137514975,20585080.0
2106,Ozzy Osbourne,One of Those Days (feat. Eric Clapton),0.412,0.835,0.0335,0.000434,0.457,0.106,0.313,-1.3037553794467476,7758235.0
2107,a-ha,Take on Me,0.573,0.902,0.054,0.018,0.00125,0.0928,0.876,-1.2209217994141317,2901948301.0
2108,a-ha,The Sun Always Shines on T.V.,0.494,0.839,0.0647,0.0534,0.0706,0.253,0.219,0.1939662096433886,160350775.0
2109,a-ha,Hunting High and Low,0.513,0.676,0.0309,0.301,0.0,0.0864,0.311,-0.1347015037949077,123778276.0
2110,a-ha,Take On Me - 2017 Acoustic,0.437,0.188,0.0307,0.92,1.26e-05,0.0988,0.223,-0.5636876360828108,46107205.0
2111,a-ha,Crying in the Rain,0.394,0.547,0.0383,0.436,0.000111,0.344,0.151,2.0643376453350246,100557972.0
2112,a-ha,Stay on These Roads,0.572,0.51,0.0308,0.0329,0.103,0.163,0.188,-0.5606497297246463,101362121.0
2113,a-ha,You Are the One,0.514,0.71,0.0316,0.017,0.007,0.29,0.861,1.3679144899833826,49609077.0
2114,a-ha,Take On Me - MTV Unplugged,0.472,0.204,0.0408,0.966,4.12e-05,0.69,0.296,0.3011367950564102,148409555.0
2115,a-ha,I've Been Losing You,0.646,0.929,0.043,0.0517,0.0301,0.139,0.419,-0.0525092595490154,27996183.0
2116,a-ha,There's Never a Forever Thing,0.602,0.303,0.0243,0.521,0.00582,0.139,0.255,-0.7283084061802301,24460887.0
2117,Mötley Crüe,Kickstart My Heart,0.465,0.977,0.175,0.00111,0.00298,0.201,0.233,-1.0479974186043963,507168446.0
2118,Mötley Crüe,"Girls, Girls, Girls",0.599,0.931,0.0735,0.0302,6.69e-05,0.392,0.536,0.6595759908047178,247377430.0
2119,Mötley Crüe,Dr. Feelgood,0.535,0.967,0.0678,0.000885,0.0181,0.233,0.353,-0.3243006150594567,204217388.0
2120,Mötley Crüe,Home Sweet Home,0.395,0.777,0.0334,0.097,5.52e-06,0.197,0.12,-1.5192104492707843,216171669.0
2121,Mötley Crüe,Shout At The Devil,0.5,0.946,0.072,0.0221,4.21e-05,0.068,0.45,-0.8789210525150026,134795897.0
2122,Mötley Crüe,Wild Side,0.596,0.896,0.0383,0.00761,0.000595,0.372,0.457,-0.18529952191589,125001397.0
2123,Mötley Crüe,Live Wire,0.411,0.904,0.063,9.37e-05,7.57e-06,0.565,0.679,-0.2816011534697016,108391399.0
